1812,2044,2.738197595664638
1908,292,3.183695576785868
2173,2917,4.053059871992221
544,1204,4.43963894987696
1724,207,3.140185589831691
649,356,4.259056042347631
392,2795,3.868357273525604
317,2804,4.151756884478638
300,2020,3.9657570214657434
1465,2750,3.6335020058655347
1605,590,3.8976102880748233
2567,252,3.194978376942554
1002,1729,3.8295458007480607
1440,161,3.735399691335865
1128,541,4.2380694663149905
2085,1884,3.3499459605458934
1706,1281,3.8941776045718544
1447,435,2.591323413347052
439,1302,4.088409433146786
1605,1031,3.5059439355439967
628,141,3.65720443702447
2819,260,4.422530298072763
1866,333,3.6177824009004436
2100,2088,2.6258970286852428
1624,507,3.609665621828668
2110,1617,4.212777670738785
1736,2150,3.629155659868245
2064,1952,4.21828664528003
134,112,3.420979425915805
3032,2490,3.5043033431427975
2030,916,4.129551389448168
2016,153,2.789548048460368
710,2324,4.323835000537742
2199,2828,1.774245769599235
1820,185,2.7764849140605854
2750,2946,3.846100579497458
1015,1212,4.475449284240645
2072,2208,4.337822270043946
1998,300,3.756696134668244
2631,1919,3.1887783230064746
430,339,3.694896728926029
770,2379,2.470146139545128
2109,520,3.0459959145534743
2330,1262,4.3390207052815555
2764,2312,3.8623993802192182
524,1050,4.031996009246781
2237,35,3.5028387566807164
2419,468,3.246046831510472
1521,25,3.5755721369054325
1731,1259,4.057169709381141
549,919,4.354438085569969
1695,1373,2.670909043945677
2683,2108,3.74152211798908
1693,594,3.8954972914271044
777,1167,2.9118794754431883
212,2518,3.5774254748046244
2941,1211,4.227592826668644
2752,2474,3.5092982291567565
3018,733,3.7068221513617527
921,2571,4.376139879079193
2190,2394,3.5625644215668046
2304,1089,4.182112858301015
1884,708,3.3853924735925753
2907,1703,2.91106778770405
1194,1834,3.9467917478242005
2998,2792,3.173748141024841
1884,1253,4.241613484191018
199,62,3.645878062993974
1418,694,2.75189764624196
2158,593,4.387875099303329
1511,1250,4.446867336291599
1514,2007,2.8563362839794064
406,551,3.7178522767675486
970,1127,3.776620269000278
1749,1237,4.161781142594775
130,524,3.7683167370374404
2206,492,3.773222132596091
1613,1394,4.112180955846737
1320,1372,3.3689675672360297
2470,2145,3.406232419110831
566,1431,2.54652440834773
2635,1965,3.6538003446687357
869,802,3.3635035801846316
1587,196,2.7497255476123037
623,1391,3.0109711891688073
1434,934,3.6033946279374187
1286,1093,3.4351864513254124
349,2006,3.465985318756011
1837,2572,3.3531684616472606
2030,2985,3.5496108610759767
520,1909,3.486163630451826
1001,364,3.9069730278181924
924,300,3.771092024587175
1181,1394,4.035480969441192
2181,1682,3.9140820733799333
2927,2248,4.070996160682955
1741,1265,4.07326161413627
2427,2599,4.004130844485548
1173,1747,3.48104057770582
3013,910,4.3024408371368255
2206,337,3.9572678858877506
1816,1275,3.756914975643523
338,2605,3.153478083255673
524,1215,3.8406648875752927
1694,750,4.475445323538041
721,653,3.2764406475979198
2996,1385,3.2233097684263092
163,544,2.4539624734281675
637,2872,3.8505495547463213
148,2929,3.5642032909880688
2243,1094,3.962648871346142
1824,1059,3.4033820050542527
1937,1885,3.5856802170658892
2761,1252,4.331550701270787
386,2890,3.909914630372122
2700,799,3.299710884844523
716,2268,4.005753785315695
1426,2248,4.026434465047425
131,319,3.8389255714109862
889,353,3.385857290266662
931,1197,4.270078316879247
579,1356,3.787719378574759
117,2533,3.2121510335460566
859,2791,4.010809787669626
1529,1615,3.7819504762941962
518,1150,4.041723019257124
2181,1282,3.914656762211887
1383,2374,2.8562525408898165
1489,1225,4.202438663149317
2990,2859,4.319485242495859
1816,879,2.7980590226106963
1120,1022,3.8185902567108134
1478,551,3.850549249633002
2907,2506,3.212341995027496
655,1095,3.9356816493961286
3029,2116,3.4317374341929696
1841,180,3.582559858775567
303,647,3.6111677923783096
1370,1344,3.9746887621505747
302,1822,1.980777209480508
33,1635,3.8117077323486233
1381,296,4.418815878435241
550,2528,3.4620194187941435
2196,2918,4.265068318102108
2907,348,3.5967012609630644
2063,2683,3.359714606700512
1598,1779,2.5942564480975787
1369,1985,2.5237566456919036
438,741,4.128162543056444
526,1196,4.33901494846765
106,1059,3.56858411455793
1068,442,3.0666662893565326
1812,342,3.642211287393003
2529,2396,4.136891370108767
2436,2105,3.3831201271019715
1185,1266,4.095253548065444
2684,708,3.3785964977514715
1434,1992,2.147391075802257
1797,955,4.204068206266342
1998,928,4.229805912639869
3032,1028,4.0089759659592445
2235,1581,3.0588982411520536
2055,1586,3.0539339018594647
155,2829,3.0005232638054773
1951,1656,3.0595465516370712
812,2712,3.260952650965095
1367,357,3.7641311412676908
2552,1197,4.302521726204393
210,1610,4.277969552677281
524,569,2.8657762590996367
2223,2004,2.674204667863781
90,457,4.107308391978403
2060,45,3.365103698391549
1168,153,2.649384099483448
2900,2762,4.398615923672356
1912,674,2.7595337232961192
749,2605,3.0556377350557504
2933,2762,4.355896098036688
2304,1961,4.112424441257987
210,1499,2.280703277679923
476,2613,3.1707512635983557
1842,2208,4.244134240634917
1239,1213,4.316803581645957
1701,2023,3.3241453994849532
3012,2490,3.3907732367527865
2055,527,4.566308394990305
710,2701,2.0985427299453137
2167,2968,3.5985383107496127
2059,111,4.241533950915029
414,1927,4.3549928588395765
931,84,3.8011458444580253
3002,1190,3.407589951670609
1116,807,2.3381625532428587
580,2404,2.073510565851908
2276,1747,3.4988760717943506
164,920,4.288255490974607
1383,2539,3.388412193044037
1685,570,3.2844495285711726
1747,965,4.026461775094961
955,1393,3.8032432015426725
148,1088,3.3246579324442393
1897,1968,3.8072996833685453
1086,852,3.233822743813019
410,2108,3.7607961824708775
3013,1135,3.2464239991518773
939,1580,3.695616817774236
268,1100,2.898193354358129
1320,1304,4.252597041039827
2030,1252,4.356924228131108
1387,899,4.371480853320091
2913,1187,3.8494163910832984
2082,802,3.4808572928749495
1586,110,4.240401879373553
1944,1210,4.1741794841095805
1532,1845,4.060113069123164
1211,858,4.655973600815621
195,29,4.082727137773711
1362,2948,3.914824961233395
2030,1250,4.423174685659718
549,920,4.078059304700011
1243,1590,2.414050505802611
2361,1172,4.370651076761457
1273,1162,3.8271122407167835
352,2395,3.8617986878112935
2635,104,3.5435364680811765
1699,541,4.290159826459253
1173,2701,2.1008983039179046
744,1394,4.065912933510258
2323,1221,4.480533766304597
2410,337,3.881857984480781
1546,79,2.412905631083803
643,2395,3.7923516216055675
2541,1445,2.271270257147672
2129,2898,3.0088021788698773
702,2791,3.937214040314735
2022,1927,4.26173386351336
528,2011,3.429400600066699
2962,1978,1.7979681331294244
1343,2966,4.146894857580102
1239,590,4.0059031247525105
2993,1231,4.153202311532032
398,2797,3.907818007340426
1088,2070,3.755675417067881
1676,1032,3.8263136256622654
2507,1258,4.0727952691124765
2383,1079,3.9905905419177716
2102,370,2.7901909209520763
1203,1289,3.75546308261438
964,588,3.8145948692906533
1996,1198,4.622786904977948
2526,1214,4.1990871556264615
1156,2805,2.9742957301923045
950,1750,1.6533134907312974
2374,1262,4.420346118534533
1500,235,3.8736009743901385
3031,122,2.686798321217305
1231,2997,4.140225718820758
2663,223,4.0008279336188926
2662,1090,4.009520962889044
1835,1414,3.7173347466200424
935,2707,3.390700254026485
2896,2771,2.6998035780739102
2038,2371,3.520058102885949
2303,788,3.045657187206591
724,2376,3.2037073557424596
556,2141,3.451233754974632
2754,2779,3.746375444805032
955,1590,2.446491474529206
1069,435,2.5438056995707528
2258,2648,3.9958759620909223
70,2605,3.2288489523580743
2838,1228,4.323914620230365
2922,541,4.318135979547453
721,1286,3.648812741361475
1473,2916,3.6866549992106
1181,1321,3.65402055955958
2962,2983,3.9026205752415724
328,1479,3.1444334999064085
95,2542,3.8020290275006743
954,919,4.294113318166794
2030,799,3.33838339915304
724,1721,3.7232740429611475
2653,2761,4.03060213046999
1735,2137,3.7240973617302875
1666,1466,3.8431849897731545
731,178,3.779485674597389
2496,277,3.2828698714145483
329,461,3.032721186576616
1957,858,4.612337277166485
181,2105,3.3937734435829863
1029,2971,3.734551930188704
1285,1374,3.913795726489027
3029,260,4.570138398533946
922,1267,4.3680110271581665
1649,1213,4.3217544049113235
1451,1968,3.909089147861286
198,1690,2.928596760354303
2786,733,3.741230223191329
2258,1588,3.1026361235018296
2776,431,3.8166714199542278
721,2011,3.4411679224223275
1791,2859,4.298511343115399
192,280,3.4856188070990703
53,319,4.019976176673398
2235,11,3.79844662366773
2056,1722,3.415254686469598
1714,29,3.98735048916932
2156,986,3.538806014532053
2188,1483,2.503262119912305
1605,1625,3.8974081729824803
1569,1084,4.20749655303634
1676,466,2.846162241127922
1358,2009,3.6231140772018855
957,2571,4.289886176327398
2659,898,4.319585773879907
2030,2366,3.9008451362711027
1252,924,4.15557228656926
1142,593,4.401898652928091
744,2710,2.977584237055709
1112,356,4.184802213203463
889,2805,2.8162301766432973
2451,1291,4.110522084538557
1125,457,4.091955148998373
1285,1376,3.6800139856518372
2629,2288,3.881497369087835
48,442,2.9919399232134603
2383,947,4.068537202905542
2073,457,4.075541626107972
1884,1185,4.002749552381449
2593,996,3.074996187433179
1063,1573,3.5218879643948293
2492,2087,3.721754580365511
1131,920,4.221451809650975
732,762,2.0585627433495546
148,1276,4.273692686927174
1255,2071,4.053261280853414
327,2324,4.292573284463389
582,2976,3.124429603956756
601,2617,3.2868295407876795
1100,2040,2.8644203467261344
1470,104,3.377014191687361
818,2126,2.733355035089631
1198,333,3.690072146307571
2962,381,3.1762165807276115
2486,1694,3.7236661886858706
3029,2883,3.6419061992887554
1194,180,3.490515836155864
268,2707,3.415527744355903
770,198,3.3518390581359
1372,1973,2.0095065732860613
2240,2664,4.025622382003531
352,588,3.78195465283474
1449,1735,2.9860150620192414
1470,2968,3.6370741182904576
1216,111,4.250209934451296
1294,368,3.516513159537255
192,553,3.7765063826523972
2041,1732,3.7800951507273344
1916,1956,4.057253270858806
1824,1682,3.906988637897106
1695,163,3.674607715281328
2097,104,3.4836218558071597
2156,266,3.328767034934528
673,58,4.1539954544997055
1667,1518,3.398776633766862
2316,1135,3.1984442721270114
1128,194,3.75680689001472
2420,1201,4.145470817254665
1413,1573,3.4619942812266395
2857,366,2.85962595939342
2346,1210,4.111141854899136
2398,230,3.620130483238729
326,1263,4.022111436651495
261,802,3.3243236655388806
2619,590,3.9660840081685467
226,920,4.128629413504302
728,1213,4.25090664571645
1685,1293,4.170875632678132
1912,2990,3.0375686552239975
752,272,3.7569985858075037
403,1213,4.307278697984069
3026,1136,4.310234472021625
118,2248,4.025517171875165
2983,786,3.4754050082190315
1807,1704,4.213382136832931
2592,2617,3.331686591507496
2064,1263,4.1763663428164195
235,978,4.1318804768598
343,2012,3.4635529853840463
1207,24,3.1081352397495845
377,480,3.8065761866615175
1698,2929,3.648401168768239
1631,708,3.474071311667215
855,2900,2.5814052112316586
2567,1214,4.192459747700869
752,34,3.9661197186881134
2190,778,3.906714834075832
1215,260,4.600814507493019
238,923,4.363333890334215
1635,2186,4.278538033687214
53,1246,3.992157685665754
1764,1996,1.94259292814179
392,2161,3.6548735000681103
1941,2647,3.279145657209482
2100,1888,3.0879206697683528
2455,2093,2.8445114457572207
1712,1247,4.2771852623787465
1311,2083,3.7785182498680765
1260,2640,3.6144750343401424
329,1588,3.036185963839375
1219,61,2.913663886423944
58,2529,3.8414547846186844
411,2710,2.9092339761558232
2793,1834,3.9934189144395655
2402,2616,2.701524108917833
2581,2427,3.486328398702024
1579,586,3.1953832668901385
1451,210,3.03642088113591
2969,785,3.5184101012159608
2909,520,3.1405723642486794
1879,350,3.34014999033417
1992,1485,3.4409501656623958
1675,2700,3.75759271366583
984,459,3.0333891140999705
169,1500,3.820447448511505
2478,1211,4.096321117407791
133,1614,3.488578432880781
2042,1020,3.2027191425207566
53,1627,3.2107658855621612
2206,2997,4.110374252022145
1579,1381,2.026125104322582
1173,2396,4.1265723642763446
549,2990,3.213320039459368
2833,2355,3.9214626318626307
50,524,3.737688665894607
1854,648,3.378291439481699
1128,930,4.307414491209977
2777,22,3.373649896846424
2793,1350,3.793693655305856
2858,258,2.4798291602618088
2211,1207,4.489226070435569
780,1088,3.262829951191272
1172,2427,3.36214560149078
824,913,4.330454813562329
355,1907,3.6982557474226727
438,355,2.384130175877607
496,593,4.42196929034181
1029,299,3.7435096794680165
1298,588,3.823046432204856
338,2403,3.4935852348971146
2830,2550,3.552102850518747
1639,2455,3.542191238856135
1004,1713,3.1602758716876984
1203,1603,3.0754357203529707
2365,2247,3.1797226997249757
1912,1954,3.874311459880269
2972,2571,4.434924353245948
1172,1974,3.006371647436632
24,2396,4.14133913685718
2063,177,2.6552374142216078
406,802,3.341855526740884
1941,1582,2.90904626113884
2583,2478,3.182838309292919
1809,2572,3.357025124733434
1325,2393,3.304103609559495
2295,1367,3.0916066464229726
2567,466,2.8048320960902617
1755,2143,3.235110216120634
1717,1917,2.9545539700557257
73,2867,3.5046716507676074
137,196,2.7924139566811754
180,1094,3.854506694978727
2112,2025,3.2030261185062314
676,2571,4.351430947661728
2003,2078,3.9469433849230553
1812,2088,2.6179906957435914
754,2291,3.6700730546221387
2106,2125,3.632287853460501
531,2724,3.0719959531975336
1465,1801,3.051279353608795
1034,2059,3.3929823116167244
1261,23,2.882146560201595
2895,1954,4.037299859835091
1938,2099,3.4744354015197056
1194,1673,3.7931655917506486
1941,2338,2.1900145963683872
2378,532,2.9628045745419853
38,48,3.140435232776829
2967,1307,4.006594513913018
343,1387,4.242477291762914
2091,1270,4.233939343296595
824,1395,3.3335082150333624
199,1653,3.737702125192251
1097,2916,3.710404233451648
225,2883,3.653849905408868
1861,2640,3.5779362716215166
2685,260,4.541129011064699
2885,1307,4.15273559209925
985,2987,3.7719641692027563
1284,2835,2.4585451429692715
1606,1841,2.9760389846572015
2907,1394,3.979873107014687
1837,2682,4.134930632533797
2030,2202,4.023052258132612
2140,1221,4.4685020001949685
2792,539,3.7227768211265415
1586,2993,3.649568308574847
2679,2565,4.022097496247151
343,2378,3.174209101553877
3025,1772,2.4870788790895544
2031,1965,3.7780133020039215
949,1590,2.4749894770614
2720,1372,3.5735319573022655
424,2726,4.161033454255805
2489,1961,4.06714455591202
494,2788,4.073825386922032
971,1321,3.7683021374447194
2599,2987,3.7536794088066916
2031,345,3.8548727992365377
2620,377,3.6290761839639023
456,1209,3.9728322987649056
2090,1297,3.767243032902643
1896,2359,3.9091867171649444
639,1197,4.301634147188104
1741,390,3.475455722393207
28,1968,3.8480042430693904
1836,1183,3.57861326999991
1207,1978,1.8031618057649963
1141,1642,3.0150947724195096
1968,1196,4.396904893587311
1359,2137,3.883907560043199
1886,266,3.4899508311069023
1723,480,3.919711223222484
519,1225,4.258139244089764
1790,1374,3.9827972526675555
2041,1261,3.836121234414985
1793,1222,4.114401055839418
1182,1090,4.0949439644275465
300,1234,4.407385837614407
1448,2236,3.6779436018513674
1095,1962,3.9615300518697554
1087,2359,3.9400717918957513
17,2288,3.8674835345299203
1699,608,4.427586571271237
905,608,4.329326344234969
2907,748,3.20002606802528
1976,1266,4.14104759714698
2946,2202,3.8521978286931815
604,849,2.5527977125566683
2946,647,3.4487622740048147
2564,2396,4.159615254254902
2621,1307,4.0327715227395515
531,1485,3.454296209613573
587,1093,3.3538228205695604
1369,1610,4.0966479016145465
319,1476,3.4319691900937217
1757,165,3.6076484455545055
2402,1197,4.278948677602754
1300,1717,3.125792238898988
3044,837,3.469810404852472
333,39,3.7011557461861693
1880,1032,3.746080475905152
1737,327,2.5201691897334957
1377,2041,2.7334531024385544
2774,2879,3.4562744528618863
3007,2291,3.668052853668979
2862,2770,3.409184405739137
299,912,4.5322751127332985
1675,596,3.858414101399066
1242,28,4.0490250508719114
1524,1722,3.4527425460597203
855,2395,3.8445161378889208
2221,39,3.68287992573092
3032,2322,2.837076071890106
1836,1250,4.413283055436831
2498,1240,4.17807535292376
300,1945,4.340968453877762
2041,1284,4.285715576473889
2376,1959,3.551834247316602
2523,2080,3.84992905742207
2627,599,4.037377492917122
2572,508,3.959223261798205
202,434,3.126033490771861
2205,2710,2.930495579657084
1128,2020,3.938550886167619
1470,442,3.0407548853301516
1952,1264,4.008448974818985
1354,1188,3.9040492989620925
2121,1544,2.972848821523232
601,2504,2.795868627623752
742,1580,3.808201012561412
352,1095,3.975553730874018
1733,1981,1.8947688077565679
1321,2133,3.294669105562102
1399,2058,3.5966231800407007
2820,1645,3.3163715887982446
2073,45,3.4949066407386615
1203,1673,3.860765218039437
1340,383,3.0734827533528493
2860,1252,4.3775089142642125
1667,493,3.586425930746254
1825,2263,3.134668536695514
753,1806,3.075440990228108
1714,1295,3.713584397534842
1314,105,3.1729244041030387
424,1663,3.862954223008637
1488,780,3.490149886416105
2010,1485,3.37155680684608
1470,1502,3.476123282488731
158,922,4.652553178673883
631,2161,3.6485399840166304
2,647,3.58964550823697
1125,1580,3.6932551701725806
1692,2018,3.9495716539431807
2396,2599,3.9752389800316372
731,637,2.549564599069691
2969,2959,4.055245816824787
352,1762,2.9169567077348115
1863,593,4.435962045372125
2157,616,3.220026137701068
798,1128,2.7417491364819835
134,21,3.6116787373223667
2674,2291,3.825047009623254
549,1295,3.8335132107245693
1912,2336,3.869103718523142
2868,2716,4.0020589588995135
461,1784,3.945095597607344
2226,2706,3.7403781249062145
45,195,2.964473633877016
2015,1183,3.4308046811906197
1279,266,3.259228960388325
1058,1954,3.9787093207087425
587,2329,4.163299343711045
854,288,3.13963445490156
1087,908,4.42827296005001
690,2712,3.3960200113282597
2995,1262,4.39495971335511
855,453,3.060948179773748
1744,1950,4.231218104281059
